Respondent,Gender,University,Level of Education,Province,Fields of Study,Type of AI,PE1,PE2,PE3,PE4,PE5,PE6,PE7,PE8,PE9,PE10,PE11,PE12,PE13,PE14,PE15,PE16,PE17,PE18,PE19,PE20,CU1,CU2,CU3,CU4,ATU1,ATU2,ATU3,ATU4,ATU5,AUP1,AUP2,AUP3,AUP4,AUP5,MIUA1,MIUA2,MIUA3,MIUA4,MIUA5,Gender_Label,University_Label,Education_Label,Province_Label,Field_Label,AI_Label,PE_Score,CU_Score,ATU_Score,AUP_Score,MIUA_Score,PE_S,CU_S,ATU_S,AUP_S,MIUA_S
455,1,2,1.0,19.0,2.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,Male,Private,Associate Degree (D3),Central Java (Semarang),"Social Science (Law, Religious Education, Geography, History, Communication Science, Tourism, IR, Sociology, Civic Ed.)",ChatGPT,3.65,3.5,3.8,3.6,3.4,0.42068801338733874,1.9499985501923798,1.176431104526538,1.2794874738216282,1.3127436111831012
456,1,2,1.0,18.0,2.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,Male,Private,Associate Degree (D3),West Java (Bandung),"Social Science (Law, Religious Education, Geography, History, Communication Science, Tourism, IR, Sociology, Civic Ed.)",ChatGPT,3.6,3.5,3.4,3.2,3.6,0.7673889848589259,1.9499985501923798,0.5304992037113406,1.2794874738216282,0.3813095201548038
457,2,2,1.0,20.0,1.0,1.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,Female,Private,Associate Degree (D3),Yogyakarta Special Region (Yogyakarta),"Science (Biology, Chemistry, Physics, Medicine, Psychology, Health, Agriculture)",Dall-e,3.6,3.25,3.0,3.2,2.2,0.9407394705947195,0.8141189960382359,0.5304992037113406,0.5736558941360737,1.3127436111831012
458,1,2,1.0,17.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,1.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,Male,Private,Associate Degree (D3),Jakarta Special Region (Jakarta),"Mathematics (Statistics, Math Education)",DeepL,3.6,2.75,3.0,3.4,3.6,0.5940384991231323,1.5713720321409985,0.5304992037113406,1.2794874738216282,1.3127436111831012
459,1,1,1.0,19.0,1.0,5.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,3.0,2.0,2.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,Male,Public,Associate Degree (D3),Central Java (Semarang),"Science (Biology, Chemistry, Physics, Medicine, Psychology, Health, Agriculture)",Bing,1.9,1.75,2.0,2.8,3.8,0.6807137419910295,-1.0790135942186705,-0.1154326971038575,1.2794874738216282,1.9336996718686328
460,2,2,1.0,20.0,5.0,2.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,Female,Private,Associate Degree (D3),Yogyakarta Special Region (Yogyakarta),Language (English/Japanese Literature & Education),Canva - IA,3.2,3.75,3.6,3.6,3.8,0.7673889848589259,1.5713720321409985,1.4993970549341364,0.22074010429329594,-1.4815586619017909
461,1,1,1.0,20.0,4.0,4.0,3.0,2.0,2.0,2.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,3.0,2.0,3.0,3.0,4.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,2.0,1.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,Male,Public,Associate Degree (D3),Yogyakarta Special Region (Yogyakarta),"Mathematics (Statistics, Math Education)",DeepL,2.15,3.0,3.0,3.6,3.6,0.7673889848589259,1.9499985501923798,0.853465154118939,1.632403263664406,1.0022655808403353
462,1,1,1.0,19.0,2.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,Male,Public,Associate Degree (D3),Central Java (Semarang),"Social Science (Law, Religious Education, Geography, History, Communication Science, Tourism, IR, Sociology, Civic Ed.)",DeepL,3.75,3.5,3.4,3.6,3.4,0.24733752765154587,1.5713720321409985,1.4993970549341364,1.632403263664406,0.6917875504975699
463,1,1,1.0,18.0,5.0,2.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,Male,Public,Associate Degree (D3),West Java (Bandung),Language (English/Japanese Literature & Education),Canva - IA,3.45,3.25,3.6,3.4,3.4,1.2007651991984096,1.5713720321409985,0.853465154118939,1.632403263664406,1.6232216415258667
464,2,2,1.0,19.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,Female,Private,Associate Degree (D3),Central Java (Semarang),"Science (Biology, Chemistry, Physics, Medicine, Psychology, Health, Agriculture)",Dall-e,3.3,3.75,3.6,3.4,3.6,0.5940384991231323,1.5713720321409985,0.853465154118939,0.9265716839788514,0.6917875504975699
465,2,2,1.0,20.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,Female,Private,Associate Degree (D3),Yogyakarta Special Region (Yogyakarta),"Engineering (Geological, Civil, IT, Electrical, Computer, Mining, Sports Science)",ChatGPT,3.5,3.75,3.2,3.4,3.0,0.42068801338733874,1.5713720321409985,0.5304992037113406,1.632403263664406,1.3127436111831012
466,1,2,1.0,19.0,4.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,1.0,2.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,Male,Private,Associate Degree (D3),Central Java (Semarang),"Mathematics (Statistics, Math Education)",Canva - IA,3.6,3.0,3.2,3.0,3.6,0.5073632562552359,1.5713720321409985,1.176431104526538,1.632403263664406,0.3813095201548038
467,1,1,1.0,17.0,1.0,1.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,Male,Public,Associate Degree (D3),Jakarta Special Region (Jakarta),"Science (Biology, Chemistry, Physics, Medicine, Psychology, Health, Agriculture)",Dall-e,3.4,3.5,3.2,3.4,3.6,0.5073632562552359,1.1927455140896173,1.176431104526538,1.632403263664406,-0.23964654053072765
468,2,2,1.0,20.0,7.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,1.0,2.0,1.0,2.0,2.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,Female,Private,Associate Degree (D3),Yogyakarta Special Region (Yogyakarta),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",DeepL,3.45,1.75,2.8,3.4,4.0,0.6807137419910295,1.1927455140896173,0.20753325330374156,0.9265716839788514,1.3127436111831012
469,1,1,1.0,20.0,6.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,1.0,3.0,2.0,1.0,2.0,1.0,3.0,Male,Public,Associate Degree (D3),Yogyakarta Special Region (Yogyakarta),"Economics (Economics, Management, Marketing, Economic Education)",ChatGPT,3.5,3.5,3.8,2.8,1.8,0.1606622847836487,0.056865959935473324,0.5304992037113406,0.5736558941360737,0.6917875504975699
470,1,1,1.0,19.0,6.0,2.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,Male,Public,Associate Degree (D3),Central Java (Semarang),"Economics (Economics, Management, Marketing, Economic Education)",Canva - IA,3.5,3.75,3.4,3.6,3.4,-0.35938917242373136,1.9499985501923798,1.176431104526538,0.9265716839788514,1.0022655808403353
471,1,2,1.0,19.0,7.0,1.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,2.0,3.0,2.0,4.0,2.0,2.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,Male,Private,Associate Degree (D3),Central Java (Semarang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",Dall-e,3.2,3.5,3.8,3.6,3.2,0.3340127705194423,1.5713720321409985,1.4993970549341364,1.2794874738216282,1.0022655808403353
472,1,1,1.0,19.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,Male,Public,Associate Degree (D3),Central Java (Semarang),"Engineering (Geological, Civil, IT, Electrical, Computer, Mining, Sports Science)",DeepL,3.75,3.5,3.4,3.6,3.8,0.42068801338733874,2.328625068243761,0.853465154118939,1.632403263664406,1.6232216415258667
473,2,2,1.0,17.0,2.0,2.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,Female,Private,Associate Degree (D3),Jakarta Special Region (Jakarta),"Social Science (Law, Religious Education, Geography, History, Communication Science, Tourism, IR, Sociology, Civic Ed.)",Canva - IA,3.4,3.5,3.4,3.2,3.2,0.7673889848589259,1.9499985501923798,0.5304992037113406,1.985319053507183,0.6917875504975699
474,2,1,1.0,19.0,7.0,5.0,3.0,2.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,1.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,Female,Public,Associate Degree (D3),Central Java (Semarang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",Bing,3.3,3.5,3.2,3.6,3.6,1.2007651991984096,1.9499985501923798,-0.43839864751145585,1.2794874738216282,0.6917875504975699
475,2,2,1.0,20.0,6.0,5.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,Female,Private,Associate Degree (D3),Yogyakarta Special Region (Yogyakarta),"Economics (Economics, Management, Marketing, Economic Education)",Bing,3.35,3.5,3.6,3.6,3.0,1.027414713462616,0.43549247798685464,0.20753325330374156,0.5736558941360737,0.6917875504975699
476,1,1,1.0,19.0,5.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,Male,Public,Associate Degree (D3),Central Java (Semarang),Language (English/Japanese Literature & Education),DeepL,3.35,3.25,3.6,3.6,2.6,-0.18603868668793777,1.9499985501923798,0.5304992037113406,0.5736558941360737,-1.1710806315590252
477,2,2,1.0,19.0,5.0,5.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,Female,Private,Associate Degree (D3),Central Java (Semarang),Language (English/Japanese Literature & Education),Bing,3.45,3.25,3.0,3.2,3.6,1.027414713462616,1.9499985501923798,0.20753325330374156,1.632403263664406,0.3813095201548038
478,2,1,1.0,18.0,1.0,1.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,1.0,2.0,2.0,3.0,3.0,4.0,3.0,4.0,3.0,2.0,3.0,2.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,Female,Public,Associate Degree (D3),West Java (Bandung),"Science (Biology, Chemistry, Physics, Medicine, Psychology, Health, Agriculture)",Dall-e,3.15,2.5,3.2,3.0,3.2,0.9407394705947195,1.5713720321409985,0.5304992037113406,1.632403263664406,1.3127436111831012
479,2,1,1.0,18.0,3.0,4.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,Female,Public,Associate Degree (D3),West Java (Bandung),"Engineering (Geological, Civil, IT, Electrical, Computer, Mining, Sports Science)",DeepL,2.85,3.75,3.6,3.2,3.4,1.114089956330513,1.9499985501923798,1.4993970549341364,1.985319053507183,1.6232216415258667
480,2,1,1.0,20.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,Female,Public,Associate Degree (D3),Yogyakarta Special Region (Yogyakarta),"Engineering (Geological, Civil, IT, Electrical, Computer, Mining, Sports Science)",Dall-e,3.25,3.5,3.8,3.4,3.4,0.5940384991231323,0.43549247798685464,0.5304992037113406,1.632403263664406,1.0022655808403353
481,2,2,1.0,20.0,1.0,2.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,Female,Private,Associate Degree (D3),Yogyakarta Special Region (Yogyakarta),"Science (Biology, Chemistry, Physics, Medicine, Psychology, Health, Agriculture)",Canva - IA,3.3,4.0,3.4,3.6,3.8,0.3340127705194423,1.9499985501923798,0.853465154118939,0.9265716839788514,1.0022655808403353
482,1,2,1.0,18.0,3.0,2.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,Male,Private,Associate Degree (D3),West Java (Bandung),"Engineering (Geological, Civil, IT, Electrical, Computer, Mining, Sports Science)",Canva - IA,3.5,3.75,3.2,3.8,3.2,0.8540642277268223,1.5713720321409985,1.176431104526538,1.632403263664406,0.6917875504975699
483,1,2,1.0,18.0,3.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,2.0,3.0,2.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,Male,Private,Associate Degree (D3),West Java (Bandung),"Engineering (Geological, Civil, IT, Electrical, Computer, Mining, Sports Science)",Bing,3.75,3.75,2.6,3.4,3.2,0.9407394705947195,1.5713720321409985,0.853465154118939,0.9265716839788514,0.6917875504975699
484,1,2,1.0,19.0,4.0,5.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,1.0,3.0,3.0,4.0,4.0,1.0,3.0,4.0,4.0,4.0,1.0,2.0,1.0,3.0,4.0,4.0,4.0,Male,Private,Associate Degree (D3),Central Java (Semarang),"Mathematics (Statistics, Math Education)",Bing,3.65,2.75,3.0,3.0,3.2,0.8540642277268223,0.43549247798685464,-0.761364597919055,1.2794874738216282,1.0022655808403353
485,2,1,1.0,19.0,7.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,1.0,3.0,1.0,1.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,Female,Public,Associate Degree (D3),Central Java (Semarang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",ChatGPT,2.95,3.75,3.2,3.0,2.0,0.24733752765154587,1.1927455140896173,1.4993970549341364,1.2794874738216282,1.0022655808403353
486,2,1,1.0,19.0,6.0,2.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,2.0,2.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Female,Public,Associate Degree (D3),Central Java (Semarang),"Economics (Economics, Management, Marketing, Economic Education)",Canva - IA,3.65,3.75,3.0,3.6,3.0,0.3340127705194423,-1.0790135942186705,-2.05322839954945,1.2794874738216282,1.3127436111831012
487,1,1,1.0,17.0,3.0,1.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,2.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,Male,Public,Associate Degree (D3),Jakarta Special Region (Jakarta),"Engineering (Geological, Civil, IT, Electrical, Computer, Mining, Sports Science)",Dall-e,3.6,3.5,3.2,3.6,3.6,0.5940384991231323,1.9499985501923798,1.176431104526538,0.5736558941360737,1.0022655808403353
488,1,1,1.0,18.0,7.0,1.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,Male,Public,Associate Degree (D3),West Java (Bandung),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",Dall-e,3.7,3.75,3.8,3.8,3.8,0.6807137419910295,1.9499985501923798,1.4993970549341364,0.22074010429329594,1.0022655808403353
489,1,2,1.0,17.0,2.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,1.0,3.0,4.0,3.0,2.0,2.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,Male,Private,Associate Degree (D3),Jakarta Special Region (Jakarta),"Social Science (Law, Religious Education, Geography, History, Communication Science, Tourism, IR, Sociology, Civic Ed.)",ChatGPT,3.4,2.75,3.2,3.6,3.4,0.6807137419910295,1.1927455140896173,0.5304992037113406,1.2794874738216282,1.3127436111831012
490,2,2,1.0,20.0,3.0,2.0,2.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,1.0,2.0,2.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,Female,Private,Associate Degree (D3),Yogyakarta Special Region (Yogyakarta),"Engineering (Geological, Civil, IT, Electrical, Computer, Mining, Sports Science)",Canva - IA,3.25,3.75,3.4,3.2,3.4,0.5073632562552359,1.1927455140896173,0.853465154118939,1.632403263664406,0.3813095201548038
491,2,2,1.0,18.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,2.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,Female,Private,Associate Degree (D3),West Java (Bandung),"Mathematics (Statistics, Math Education)",ChatGPT,3.55,3.5,3.6,3.6,3.2,0.7673889848589259,1.9499985501923798,1.176431104526538,0.9265716839788514,1.0022655808403353
492,1,1,1.0,19.0,6.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,Male,Public,Associate Degree (D3),Central Java (Semarang),"Economics (Economics, Management, Marketing, Economic Education)",ChatGPT,3.6,3.5,3.4,3.2,3.2,0.24733752765154587,1.5713720321409985,0.20753325330374156,0.9265716839788514,1.0022655808403353
493,2,2,1.0,17.0,1.0,5.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,Female,Private,Associate Degree (D3),Jakarta Special Region (Jakarta),"Science (Biology, Chemistry, Physics, Medicine, Psychology, Health, Agriculture)",Bing,3.55,2.75,2.4,3.4,3.4,0.3340127705194423,0.8141189960382359,0.5304992037113406,1.2794874738216282,0.6917875504975699
494,1,2,1.0,20.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,Male,Private,Associate Degree (D3),Yogyakarta Special Region (Yogyakarta),"Social Science (Law, Religious Education, Geography, History, Communication Science, Tourism, IR, Sociology, Civic Ed.)",ChatGPT,3.2,3.25,3.8,3.4,3.4,0.6807137419910295,1.1927455140896173,0.20753325330374156,-0.4850914753922587,1.0022655808403353
495,2,1,1.0,18.0,6.0,5.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,Female,Public,Associate Degree (D3),West Java (Bandung),"Economics (Economics, Management, Marketing, Economic Education)",Bing,3.25,1.75,1.6,3.4,3.6,0.5940384991231323,1.5713720321409985,1.176431104526538,1.632403263664406,1.3127436111831012
496,2,1,1.0,18.0,7.0,1.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,4.0,3.0,3.0,4.0,Female,Public,Associate Degree (D3),West Java (Bandung),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",Dall-e,3.4,3.75,3.6,3.0,3.4,-2.4395950012532532,-0.321760558115908,-1.0843305483266532,-0.4850914753922587,1.6232216415258667
497,2,1,1.0,20.0,4.0,1.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,1.0,3.0,4.0,3.0,3.0,3.0,4.0,Female,Public,Associate Degree (D3),Yogyakarta Special Region (Yogyakarta),"Mathematics (Statistics, Math Education)",Dall-e,3.45,3.75,3.8,2.8,3.4,0.5940384991231323,1.9499985501923798,1.4993970549341364,0.9265716839788514,1.6232216415258667
498,1,2,1.0,20.0,5.0,1.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,Male,Private,Associate Degree (D3),Yogyakarta Special Region (Yogyakarta),Language (English/Japanese Literature & Education),Dall-e,3.45,3.25,3.2,3.4,3.6,-1.3128168439705958,1.9499985501923798,-0.1154326971038575,1.2794874738216282,1.3127436111831012
